팩토,,,,NNP,*,F,팩토,*,*,*,*
줄즈,,,,NNP,*,F,줄즈,*,*,*,*
키드크래프트,,,,NNP,*,F,키드크래프트,*,*,*,*
폴로푸퍼,,,,NNP,*,F,폴로푸퍼,*,*,*,*
마이크로,,,,NNP,*,F,마이크로,*,*,*,*
푸름이,,,,NNP,*,F,푸름이,*,*,*,*
트루맘,,,,NNP,*,T,트루맘,*,*,*,*
키즈엠,,,,NNP,*,T,키즈엠,*,*,*,*
브러쉬,,,,NNP,*,F,브러쉬,*,*,*,*
반바지,,,,NNP,*,F,반바지,*,*,*,*
헬맷,,,,NNP,*,T,헬맷,*,*,*,*
쏘셔,,,,NNP,*,F,쏘셔,*,*,*,*
오즈세컨,,,,NNP,*,T,오즈세컨,*,*,*,*
아띠빠스,,,,NNP,*,F,아띠빠스,*,*,*,*
벨레다,,,,NNP,*,F,벨레다,*,*,*,*
텀스,,,,NNP,*,F,텀스,*,*,*,*
세덱,,,,NNP,*,T,세덱,*,*,*,*
베게,,,,NNP,*,F,베게,*,*,*,*
굿즈,,,,NNP,*,F,굿즈,*,*,*,*
v20,,,,NNP,*,F,v20,*,*,*,*
트렘폴린,,,,NNP,*,T,트렘폴린,*,*,*,*
트라이더,,,,NNP,*,F,트라이더,*,*,*,*
버드시아,,,,NNP,*,F,버드시아,*,*,*,*
립프로그,,,,NNP,*,F,립프로그,*,*,*,*
풋머프,,,,NNP,*,F,풋머프,*,*,*,*
파크론,,,,NNP,*,T,파크론,*,*,*,*
천혜향,,,,NNP,*,T,천혜향,*,*,*,*
왈라부,,,,NNP,*,F,왈라부,*,*,*,*
이지고,,,,NNP,*,F,이지고,*,*,*,*
수담뿍,,,,NNP,*,T,수담뿍,*,*,*,*
빌리프,,,,NNP,*,F,빌리프,*,*,*,*
버츠비,,,,NNP,*,F,버츠비,*,*,*,*
렛잇비,,,,NNP,*,F,렛잇비,*,*,*,*
딥디크,,,,NNP,*,F,딥디크,*,*,*,*
